Date,Region,Class,Commodity,Variety,Unit,Number of Stores,Weighted Avg Price,Month,AvgTempC,AvgTempF,AvgPrecipitation,AvgPressure
2015-08-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,19,1.79,Aug,18,65,0.575,1005.875
2015-08-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,47,1.99,Aug,21,69,0,1020
2015-09-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,161,1.84,Sep,12,54,0.05,1019.25
2015-09-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,85,1.81,Sep,16,61,0,1015.125
2015-09-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,60,1.43,Sep,14,57,0.125,1014
2015-09-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,81,2,Sep,13,56,0,1022.625
2015-10-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,149,1.86,Oct,13,56,0,1024.625
2015-10-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,81,1.5,Oct,12,54,0,1022.875
2015-10-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,156,1.91,Oct,11,52,0,1021
2015-10-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,31,1.6,,,,,
2015-11-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,267,1.67,Nov,15,59,0.1875,1014.875
2015-11-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,459,1.91,Nov,10,49,0,1020.25
2015-11-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,66,1.78,Nov,7,45,0,1009.125
2015-12-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,137,1.67,Dec,9,49,0.0625,1025.75
2015-12-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,1.29,Dec,9,47,0.0875,1021.5
2015-12-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,47,1.79,Dec,8,47,0.025,1014.75
2016-01-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,2,1,Jan,6,42,0.0125,999.375
2016-01-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,156,1.89,Jan,2,35,0,1018.875
2016-01-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,280,1.89,Jan,6,43,0.3125,1017.875
2016-01-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,2,,,,,
2016-02-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,267,1.87,Feb,9,49,0,1019.375
2016-02-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,9,2.5,Feb,4,38,0.0375,996.5
2016-02-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,15,1.29,Feb,5,41,0.0375,1016.125
2016-03-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,367,1.37,Mar,4,40,0.2375,991.5
2016-03-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,1.99,Mar,4,40,0,1027.5
2016-03-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,277,1.17,Mar,4,40,0,1026.375
2016-03-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,1.69,Mar,9,49,0.15,1013
2016-04-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,45,1.95,Apr,7,45,0,1018.875
2016-04-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,137,1.99,Apr,8,47,0,1010.875
2016-04-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,39,1.99,Apr,9,48,0.5,1018.5
2016-04-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,47,1.99,Apr,8,47,0.15,1021.125
2016-04-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,146,1.96,,,,,
2016-05-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,67,1.99,May,15,58,0,1011.5
2016-05-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,170,1.99,May,12,54,0,1009.5
2016-05-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,195,1.9,May,13,55,0,1017.625
2016-06-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,193,1.88,Jun,11,52,0,1017.375
2016-06-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,137,1.99,Jun,14,58,0.3625,1007
2016-06-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,12,1.5,Jun,16,61,0.05,1017.5
2016-07-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,33,2,Jul,15,59,0.0375,1008.875
2016-07-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,168,2.48,Jul,17,63,0,1016.375
2016-07-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,73,1.66,Jul,16,60,0,1026.25
2016-07-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,78,1.69,,,,,
2016-08-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,277,1.89,Aug,17,63,0,1019.375
2016-08-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,97,1.68,Aug,16,62,0.0875,1007.125
2016-08-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,261,1.49,Aug,21,69,0.0125,1017.375
2016-09-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,19,1.69,Sep,16,61,0.0375,1019
2016-09-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,170,1.9,Sep,18,64,0,1014.75
2016-09-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,203,1.67,Sep,16,60,0.6625,1012
2016-09-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,0.99,Sep,14,57,0,1024.125
2016-09-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,103,1.52,,,,,
2016-10-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,316,1.49,Oct,11,52,0,1006.25
2016-10-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,219,1.75,Oct,9,48,0,1019.75
2016-10-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,130,1.94,Oct,13,55,0,1033.25
2016-11-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,43,1.68,Nov,8,46,0.2875,1009.875
2016-11-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,108,1.9,Nov,5,41,0,1020.25
2016-11-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,16,1.25,Nov,5,40,0,995.125
2016-12-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,1.44,Dec,4,40,0,1026.75
2016-12-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,83,1.32,Dec,12,53,0,1025.5
2016-12-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,40,1.48,Dec,9,48,0,1024.5
2016-12-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,56,1.64,Dec,8,46,0.0125,1026.125
2016-12-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,53,1.31,,,,,
2017-01-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,228,1.68,Jan,3,37,0.1,1035.875
2017-01-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,150,1.83,Jan,2,35,0,1033.75
2017-01-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,6,0.99,Jan,3,37,0,1011.125
2017-02-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,444,1.53,Feb,7,45,0.05,995.375
2017-02-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,388,1.88,Feb,1,35,0.0125,1023.875
2017-02-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,37,1,Feb,5,41,0,1014.875
2017-03-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,81,1.68,Mar,9,47,0,1025.25
2017-03-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,18,1.16,Mar,7,45,0,1017.625
2017-03-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,167,1.86,Mar,8,46,0,1027.25
2017-03-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,214,1.5,,,,,
2017-04-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,161,1.61,Apr,10,51,0,1027.125
2017-04-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,0.89,Apr,10,50,0.05,1016.875
2017-04-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,41,1.41,Apr,11,51,0,1032
2017-04-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,0.99,Apr,9,48,0.0375,1016.875
2017-05-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,138,1.99,May,10,50,0,1021.125
2017-05-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,253,1.74,May,13,56,0.2375,997.375
2017-05-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,9,1,May,11,53,0.375,1011.625
2017-05-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,28,0.99,May,18,65,0,1018.25
2017-06-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,119,1.64,Jun,18,65,0.4125,1016.25
2017-06-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,15,1.9,Jun,15,59,0,1011.25
2017-06-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,16,1.27,Jun,16,61,0,1023.5
2017-06-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,0.99,Jun,17,63,0,1015.875
2017-06-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,1.5,,,,,
2017-07-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,28,1.62,Jul,21,70,0,1015.875
2017-07-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,15,1.15,Jul,16,61,0,1019.75
2017-07-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,27,1.5,Jul,19,65,0,1009.25
2017-07-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,25,1,Jul,17,63,0,1008.5
2017-08-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,29,1.25,Aug,17,63,0,1019.125
2017-08-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,21,0.99,Aug,19,67,0,1017.5
2017-09-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,1.5,Sep,16,62,0.025,1000.25
2017-09-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,38,1.55,Sep,13,55,0.075,1012.875
2017-09-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,8,1.39,Sep,14,58,0,1021
2017-09-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,136,1,,,,,
2017-10-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,213,1.19,Oct,12,53,0,1024.25
2017-10-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,184,1.49,Oct,16,61,0,1022
2017-10-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,48,1.91,Oct,14,57,0.0875,1004.125
2017-10-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,8,1.49,Oct,12,54,0,1031.875
2017-11-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,14,1.25,Nov,12,53,0.025,1013.75
2017-11-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,46,1.44,Nov,10,50,0,1019.75
2017-11-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,136,1,Nov,6,43,0,1028.625
2017-11-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,136,1,Nov,6,44,0.0125,1010.25
2017-12-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,184,2.93,Dec,4,39,0,1019.625
2017-12-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,1.5,Dec,4,39,0,1014.75
2017-12-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,43,2,Dec,4,39,0.125,997.125
2017-12-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,136,1,Dec,9,48,0.0375,1035.25
2017-12-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,34,1.5,,,,,
2018-01-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,274,2.45,Jan,7,44,0.0375,994.5
2018-01-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,73,1.31,Jan,7,44,0,1025.375
2018-01-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,16,2,Jan,7,44,0,1025.375
2018-01-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,189,1.99,Jan,4,39,0,1008.5
2018-02-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,439,1.79,Feb,5,40,0,1010
2018-02-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,337,1.71,Feb,5,41,0.4375,1009.875
2018-02-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,322,1.69,Feb,5,41,0,1024
2018-03-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,7,2,Mar,-1,31,0.25,993.375
2018-03-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,25,2.1,Mar,10,50,0.0375,998.125
2018-03-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,90,1.5,Mar,9,48,0.0125,1001.875
2018-03-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,182,1.97,,,,,
2018-04-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,22,1.44,Apr,10,50,0,1011.375
2018-04-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,77,2.38,Apr,10,50,0,1007.25
2018-04-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,68,2.5,Apr,19,67,0,1023.25
2018-04-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,69,1.34,Apr,10,50,0.575,1008
2018-05-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,26,1.81,May,15,58,0,1023.375
2018-05-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,15,2.5,May,14,57,0,1016
2018-05-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,WHITE,2 lb bag,364,1.49,May,17,63,0.2,1017.875
