Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,AvgTempC,AvgTempF,AvgPrecipitation,AvgPressure
2014-04-18,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,130,1.29,7.2745098039215685,44.990196078431374,0.09509803921568627,1007.5588235294117
2014-04-25,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,49,0.5,7.486238532110092,45.39449541284404,0.10309633027522935,1007.8669724770642
2014-05-02,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,21,0.55,7.614035087719298,45.63157894736842,0.10635964912280702,1007.9857456140351
2014-05-16,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,66,0.5,8.0390625,46.3984375,0.102734375,1008.9375
2014-06-27,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,67,0.39,9.748502994011975,49.449101796407184,0.09760479041916166,1010.8293413173652
2014-07-11,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,6,0.59,10.206703910614525,50.273743016759774,0.09741620111731844,1011.0551675977654
2014-07-18,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,2,0.98,10.559139784946236,50.90860215053763,0.09529569892473119,1011.2284946236559
2014-07-25,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,20,0.66,10.927461139896373,51.56476683937824,0.09591968911917098,1011.4034974093264
2014-08-01,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,20,0.69,11.106598984771574,51.88324873096447,0.09651015228426396,1011.4619289340102
2014-08-08,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,7,0.59,11.357843137254902,52.333333333333336,0.09981617647058823,1011.4656862745098
2014-08-08,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,2,0.98,11.357843137254902,52.333333333333336,0.09981617647058823,1011.4656862745098
2014-08-15,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,18,0.47,11.511848341232227,52.60663507109005,0.10965639810426538,1011.3305687203791
2014-08-22,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,224,0.5,11.591743119266056,52.74311926605505,0.10630733944954127,1011.4008027522935
2014-08-22,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,130,1.29,11.591743119266056,52.74311926605505,0.10630733944954127,1011.4008027522935
2014-08-29,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,59,0.5,11.674107142857142,52.90625,0.10864955357142857,1011.4196428571429
2014-09-05,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,196,0.48,11.777292576419214,53.09170305676856,0.10671397379912664,1011.603711790393
2014-09-12,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,46,0.5,11.889830508474576,53.30508474576271,0.10370762711864408,1011.8442796610169
2014-09-19,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,146,0.5,12.03292181069959,53.559670781893004,0.10241769547325104,1011.9243827160494
2014-09-19,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,1,0.99,12.03292181069959,53.559670781893004,0.10241769547325104,1011.9243827160494
2014-09-26,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,9,0.99,12.104,53.684,0.1001,1012.161
2014-10-03,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,23,0.44,12.188235294117646,53.84313725490196,0.09833333333333334,1012.4004901960784
2014-10-10,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,121,0.65,12.179389312977099,53.83206106870229,0.09933206106870228,1012.2237595419847
2014-10-24,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,66,0.47,12.228260869565217,53.91304347826087,0.101856884057971,1012.1363224637681
2014-10-31,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,11,0.61,12.225,53.910714285714285,0.10040178571428572,1012.2241071428572
2014-10-31,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,204,0.98,12.225,53.910714285714285,0.10040178571428572,1012.2241071428572
2014-11-28,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,31,0.39,11.935064935064934,53.392857142857146,0.10466720779220778,1011.7037337662338
2014-12-05,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,20,0.49,11.814696485623003,53.18210862619808,0.10299520766773163,1011.8031150159744
2014-12-12,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,3,0.5,11.653125,52.884375,0.10191406249999999,1011.890625
2015-01-16,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,37,0.39,11.136363636363637,51.97727272727273,0.10174005681818182,1012.3664772727273
2015-01-23,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,14,0.49,10.949860724233984,51.646239554317546,0.10045264623955431,1012.400417827298
2015-02-06,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,7,0.39,10.705405405405406,51.20810810810811,0.0983108108108108,1012.5655405405405
2015-02-13,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,57,0.46,10.578249336870027,50.97877984084881,0.09691644562334217,1012.8388594164456
2015-02-20,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,6,0.69,10.481770833333334,50.802083333333336,0.09778645833333333,1012.9459635416666
2015-02-27,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,41,0.69,10.388746803069054,50.63427109974425,0.09744245524296674,1012.8340792838875
2015-03-13,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,18,0.5,10.25679012345679,50.39506172839506,0.09478395061728394,1013.0833333333334
2015-03-27,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,19,0.49,10.119331742243437,50.14797136038186,0.09284009546539379,1013.2550715990453
2015-04-17,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,21,0.57,10.096109839816934,50.10526315789474,0.09018878718535468,1013.616418764302
2015-04-24,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,37,0.49,10.083333333333334,50.078828828828826,0.08876689189189188,1013.8043355855856
2015-05-08,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,34,1.99,10.096491228070175,50.10745614035088,0.08947368421052632,1013.6329495614035
2015-05-22,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,37,0.49,10.142553191489363,50.193617021276594,0.08851063829787234,1013.7744680851064
2015-06-05,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,5,0.5,10.22037422037422,50.33679833679834,0.08703222453222455,1013.8856548856548
2015-06-19,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,14,0.59,10.32929292929293,50.535353535353536,0.08542929292929294,1014.1292929292929
2015-06-26,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,77,1.11,10.398406374501992,50.667330677290835,0.08593127490039841,1014.183764940239
2015-07-17,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,12,0.59,10.687140115163148,51.18809980806142,0.08426103646833015,1014.283349328215
2015-07-24,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,72,0.59,10.770833333333334,51.33901515151515,0.08650568181818181,1014.2682291666666
2015-07-31,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,26,0.53,10.802631578947368,51.39473684210526,0.08761748120300751,1014.2062969924812
2015-08-07,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,12,0.59,10.890538033395176,51.55473098330241,0.08652597402597403,1014.2124304267162
2015-08-14,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,5,0.89,10.987179487179487,51.734432234432234,0.0889423076923077,1014.2577838827839
2015-08-21,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,21,0.45,11.066907775768536,51.87341772151899,0.08849457504520795,1014.2906871609404
2015-08-28,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,5,0.99,11.14107142857143,52.00535714285714,0.09037946428571428,1014.2073660714286
2015-09-04,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,11,0.5,11.156028368794326,52.033687943262414,0.0901595744680851,1014.2355939716313
2015-09-11,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,14,0.46,11.196147110332749,52.10858143607706,0.08905429071803853,1014.3204903677758
2015-09-18,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,288,0.49,11.230103806228374,52.16955017301038,0.0900735294117647,1014.2039359861592
2015-09-18,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,5,0.99,11.230103806228374,52.16955017301038,0.0900735294117647,1014.2039359861592
2015-09-25,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,50,0.41,11.251282051282052,52.21025641025641,0.09047008547008546,1014.2012820512821
2015-09-25,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,482,1.12,11.251282051282052,52.21025641025641,0.09047008547008546,1014.2012820512821
2015-10-02,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,161,0.5,11.267796610169492,52.242372881355934,0.08970338983050848,1014.3408898305084
2015-10-02,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,76,1.09,11.267796610169492,52.242372881355934,0.08970338983050848,1014.3408898305084
2015-10-16,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,12,0.49,11.281456953642385,52.269867549668874,0.08915562913907285,1014.3863824503311
2015-10-30,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,25,0.99,11.279220779220779,52.26623376623377,0.08934659090909092,1014.4659090909091
2015-11-06,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,29,0.33,11.292604501607718,52.28938906752411,0.08944935691318329,1014.5018086816721
2015-11-06,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,298,1.38,11.292604501607718,52.28938906752411,0.08944935691318329,1014.5018086816721
2015-11-13,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,8,0.33,11.311605723370429,52.32114467408585,0.0891295707472178,1014.5695548489666
2015-11-13,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,284,1.37,11.311605723370429,52.32114467408585,0.0891295707472178,1014.5695548489666
2015-11-20,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,68,0.99,11.312893081761006,52.325471698113205,0.08917059748427673,1014.5375393081761
2015-11-27,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,86,0.99,11.253499222395023,52.216174183514774,0.08905520995334369,1014.5307153965786
2015-12-18,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,42,0.62,11.226586102719033,52.16918429003021,0.08865181268882175,1014.6937311178248
2016-01-15,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,43,0.79,11.091703056768559,51.933042212518195,0.08922852983988355,1014.3733624454148
2016-01-22,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,55,1.03,11.002881844380404,51.773775216138326,0.08888688760806916,1014.4376801152738
2016-02-05,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,75,1.99,10.967375886524822,51.71063829787234,0.08812056737588653,1014.5246453900709
2016-02-12,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,37,0.59,10.919943820224718,51.62359550561798,0.08811446629213483,1014.3284761235955
2016-02-19,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,7,0.49,10.84700973574409,51.49095966620306,0.08798678720445062,1014.3091098748262
2016-02-19,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,32,0.98,10.84700973574409,51.49095966620306,0.08798678720445062,1014.3091098748262
2016-02-26,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,59,0.65,10.803030303030303,51.41184573002755,0.08729338842975207,1014.2964876033058
2016-03-18,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,121,0.94,10.633199464524766,51.111111111111114,0.08661311914323963,1014.3550870147255
2016-04-15,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,17,0.5,10.560880829015543,50.98186528497409,0.08759715025906736,1014.2472474093264
2016-05-20,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,68,0.69,10.56024844720497,50.990062111801244,0.08642857142857144,1014.2962732919254
2016-05-27,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,9,0.99,10.572660098522167,51.01231527093596,0.0858374384236453,1014.3160406403941
2016-07-01,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,235,0.98,10.732779097387173,51.304038004750595,0.0897565320665083,1014.3488717339667
2016-07-08,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,12,0.48,10.771495877502945,51.37691401648999,0.08906065959952886,1014.3795641931684
2016-07-15,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,68,0.79,10.815420560747663,51.45443925233645,0.08893107476635514,1014.3945677570093
2016-07-22,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,17,0.44,10.885283893395133,51.58053302433372,0.08826767091541134,1014.4135283893395
2016-07-22,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,68,0.79,10.885283893395133,51.58053302433372,0.08826767091541134,1014.4135283893395
2016-07-29,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,135,0.69,10.937859608745685,51.675489067894134,0.08777330264672036,1014.4132623705409
2016-07-29,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,6,0.79,10.937859608745685,51.675489067894134,0.08777330264672036,1014.4132623705409
2016-08-05,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,9,1.49,10.973684210526315,51.73913043478261,0.08814359267734553,1014.4066075514875
2016-08-12,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,172,0.57,11.019296254256526,51.82179341657208,0.08747162315550511,1014.4812712826333
2016-08-12,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,230,1.49,11.019296254256526,51.82179341657208,0.08747162315550511,1014.4812712826333
2016-08-19,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,192,0.51,11.072072072072071,51.917792792792795,0.08699324324324324,1014.5056306306307
2016-08-19,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,235,1.48,11.072072072072071,51.917792792792795,0.08699324324324324,1014.5056306306307
2016-08-26,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,241,0.59,11.1463687150838,52.05027932960894,0.0868435754189944,1014.5241620111732
2016-08-26,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,236,1.48,11.1463687150838,52.05027932960894,0.0868435754189944,1014.5241620111732
2016-09-02,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,128,0.66,11.17575083426029,52.10456062291435,0.0871662958843159,1014.5380978865406
2016-09-02,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,230,1.49,11.17575083426029,52.10456062291435,0.0871662958843159,1014.5380978865406
2016-09-16,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,10,0.5,11.295728368017524,52.32092004381161,0.08740416210295728,1014.5334063526834
2016-09-23,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,10,0.59,11.327173913043477,52.37608695652174,0.08682065217391305,1014.5775815217391
2016-09-23,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,71,0.69,11.327173913043477,52.37608695652174,0.08682065217391305,1014.5775815217391
2016-09-30,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,124,0.53,11.352432432432433,52.42054054054054,0.08635135135135136,1014.6074324324325
2016-09-30,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,77,0.69,11.352432432432433,52.42054054054054,0.08635135135135136,1014.6074324324325
2016-10-07,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,4,0.5,11.359442060085836,52.433476394849784,0.08585032188841202,1014.6679184549356
2016-10-07,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,81,0.8,11.359442060085836,52.433476394849784,0.08585032188841202,1014.6679184549356
2016-10-14,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,97,0.57,11.35569755058573,52.425985090521834,0.08533013844515441,1014.7095314164004
2016-10-14,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,99,0.8,11.35569755058573,52.425985090521834,0.08533013844515441,1014.7095314164004
2016-10-21,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,130,0.54,11.35306553911205,52.420718816067655,0.08529334038054968,1014.7258192389006
2016-10-21,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,10,0.84,11.35306553911205,52.420718816067655,0.08529334038054968,1014.7258192389006
2016-10-28,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,17,0.86,11.349422875131165,52.412381951731376,0.08481112277019937,1014.781610703043
2016-11-04,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,10,0.49,11.333333333333334,52.38453500522466,0.08475705329153606,1014.80355276907
2016-11-11,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,12,0.5,11.28630705394191,52.301867219917014,0.0847640041493776,1014.7585580912863
2016-11-11,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,18,0.98,11.28630705394191,52.301867219917014,0.0847640041493776,1014.7585580912863
2016-12-02,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,139,0.5,11.207527975584943,52.15971515768057,0.08526195320447609,1014.7562309257376
2016-12-02,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,5,0.77,11.207527975584943,52.15971515768057,0.08526195320447609,1014.7562309257376
2016-12-09,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,238,1.48,11.17979797979798,52.10909090909091,0.08470959595959597,1014.8320707070707
2016-12-16,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,232,1.49,11.162487462387162,52.07723169508525,0.08440320962888667,1014.8801404212638
2016-12-23,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,232,1.49,11.131474103585658,52.01892430278885,0.08383964143426297,1014.9693725099602
2016-12-30,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,360,0.49,11.107036669970267,51.973240832507436,0.0834489593657086,1015.0589692765114
2016-12-30,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,232,1.49,11.107036669970267,51.973240832507436,0.0834489593657086,1015.0589692765114
2017-01-06,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,12,0.5,11.060098522167488,51.88768472906404,0.08342364532019704,1015.135960591133
2017-01-13,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,72,0.79,11.023483365949119,51.82289628180039,0.0836472602739726,1015.1466487279844
2017-01-27,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,35,0.52,10.89864864864865,51.5984555984556,0.08295125482625483,1015.3103281853282
2017-01-27,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,6,0.99,10.89864864864865,51.5984555984556,0.08295125482625483,1015.3103281853282
2017-02-17,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,61,0.7,10.80550284629981,51.43263757115749,0.08275616698292221,1015.3293406072106
2017-02-17,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,6,0.99,10.80550284629981,51.43263757115749,0.08275616698292221,1015.3293406072106
2017-02-24,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,66,0.38,10.791705937794534,51.408105560791704,0.08232799245994345,1015.3259896324222
2017-03-03,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,13,0.5,10.764981273408239,51.36048689138577,0.08249063670411984,1015.2295177902622
2017-03-10,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,68,0.59,10.746976744186046,51.327441860465115,0.08243023255813954,1015.185
2017-03-10,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,9,0.99,10.746976744186046,51.327441860465115,0.08243023255813954,1015.185
2017-03-17,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,24,0.33,10.74029574861368,51.31515711645102,0.082047134935305,1015.2407578558225
2017-03-17,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,6,0.99,10.74029574861368,51.31515711645102,0.082047134935305,1015.2407578558225
2017-04-21,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,10,0.59,10.704667863554757,51.24865350089767,0.08071140035906642,1015.4279622980251
2017-05-05,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,36,0.5,10.682060390763766,51.209591474245116,0.0803063943161634,1015.464365008881
2017-06-02,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,5,0.5,10.75238922675934,51.34317984361425,0.08097306689834927,1015.4891398783666
2017-06-09,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,17,1.0,10.76943005181347,51.377374784110536,0.08151986183074267,1015.4533678756477
2017-06-16,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,232,1.29,10.804291845493562,51.44206008583691,0.08104077253218883,1015.4664163090129
2017-06-23,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,232,1.29,10.866894197952218,51.55546075085324,0.0805674061433447,1015.485388225256
2017-06-30,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,232,0.99,10.89124893797791,51.59728122344945,0.08146771452846219,1015.4580501274427
2017-07-07,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,32,0.76,10.9375,51.682432432432435,0.08130278716216215,1015.4731841216217
2017-07-14,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,16,0.5,10.97649034424853,51.75314861460957,0.08160159529806885,1015.471032745592
2017-07-21,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,17,1.0,11.02253756260434,51.83722871452421,0.08159432387312186,1015.4698455759599
2017-07-28,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,95,0.7,11.057261410788382,51.90041493775934,0.08171161825726142,1015.4398340248963
2017-08-04,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,17,1.0,11.079404466501241,51.94210090984284,0.08172043010752687,1015.4267990074442
2017-08-11,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,169,0.7,11.111842105263158,52.0,0.08256578947368422,1015.4396587171053
2017-08-18,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,58,0.65,11.1545380212592,52.07522485690924,0.08238961569910057,1015.4420482420278
2017-08-25,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,181,0.62,11.195121951219512,52.15040650406504,0.08235772357723578,1015.4583333333334
2017-09-01,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,29,0.85,11.222852512155592,52.20259319286872,0.0820907617504052,1015.4680915721232
2017-09-08,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,23,0.89,11.253827558420628,52.26027397260274,0.08186946011281224,1015.4572925060435
2017-09-15,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,260,0.53,11.270833333333334,52.291666666666664,0.0818409455128205,1015.3816105769231
2017-09-22,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,61,0.64,11.284462151394422,52.31713147410358,0.08167330677290836,1015.3902390438247
2017-09-29,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,"1,896",0.5,11.309278350515465,52.36161776367962,0.0822065820777161,1015.41266851705
2017-09-29,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,17,0.99,11.309278350515465,52.36161776367962,0.0822065820777161,1015.41266851705
2017-10-06,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,74,0.65,11.322809786898185,52.384372533543804,0.08184688239936858,1015.426499605367
2017-10-06,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,138,0.99,11.322809786898185,52.384372533543804,0.08184688239936858,1015.426499605367
2017-10-13,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,306,0.49,11.340659340659341,52.41444270015698,0.08142660910518054,1015.4391679748823
2017-10-13,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,Y,,per pound,138,0.99,11.340659340659341,52.41444270015698,0.08142660910518054,1015.4391679748823
2017-10-20,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,271,0.54,11.365339578454332,52.457455113192815,0.08169398907103825,1015.4305230288837
2017-10-27,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,462,0.49,11.379658385093167,52.48136645962733,0.0813858695652174,1015.4460403726708
