Date,Region,Class,Commodity,Variety,Unit,Number of Stores,Weighted Avg Price,Month,AvgTempC,AvgTempF,AvgPrecipitation,AvgPressure
2014-10-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,279,1.87,Oct,13,55,0.0625,1009.375
2014-10-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,643,1.21,Oct,15,59,0.15,1009.375
2014-10-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,97,1.56,Oct,14,58,0.2,1014.25
2014-10-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,845,1.4,,,,,
2014-11-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,685,1.86,Nov,11,51,0.375,993.875
2014-11-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,693,1.29,Nov,11,52,0.425,999.875
2014-11-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,304,1.79,Nov,7,44,0.2375,1018.375
2014-11-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,498,1.92,Nov,10,49,0.025,1002.875
2014-12-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,175,1.9,Dec,3,37,0,1019.125
2014-12-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,11,1.99,Dec,3,37,0,1019.125
2014-12-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,169,1.56,Dec,7,44,0.3375,997
2014-12-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,9,1.99,Dec,7,44,0.3375,997
2014-12-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,372,1.75,Dec,8,47,0.075,1014.5
2015-01-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,38,1.43,Jan,10,50,0,1019.5
2015-01-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,844,1.71,Jan,4,39,0,1003.375
2015-01-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,40,2.99,Jan,4,39,0,1003.375
2015-01-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,304,1.53,Jan,2,36,0.0875,1024.25
2015-01-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,434,1.6,,,,,
2015-01-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,7,1.49,,,,,
2015-02-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,993,1.68,Feb,1,34,0,1030.75
2015-02-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,801,1.6,Feb,6,43,0.1625,1005
2015-02-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,764,1.12,Feb,5,42,0.175,1006.25
2015-02-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,91,1.92,Feb,4,39,0,1019
2015-03-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,126,1.52,Mar,6,43,0,1034.375
2015-03-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,216,1.27,Mar,7,44,0,1020.5
2015-03-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,40,2.99,Mar,7,44,0,1020.5
2015-03-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,453,1.18,Mar,6,44,0,1026.875
2015-03-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,53,1.15,Mar,7,44,0,1018.875
2015-04-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,50,1.55,Apr,9,49,0.2375,1016.5
2015-04-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,149,1.5,Apr,12,53,0.0125,1018.125
2015-04-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,316,1.66,Apr,9,48,0,1020.125
2015-04-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,87,1.46,Apr,12,53,0,1011.875
2015-05-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,214,1.66,May,7,45,0,1010.875
2015-05-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,36,1.28,May,12,54,0.025,1013.5
2015-05-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,26,1.55,May,11,52,0,1020.625
2015-05-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,10,1.14,May,13,55,0,1025.25
2015-05-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,451,1.75,,,,,
2015-06-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,157,1.75,Jun,18,64,0.05,1016.25
2015-06-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,154,1.96,Jun,17,63,0.3375,1009.625
2015-06-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,149,1.99,Jun,14,57,0,1022
2015-06-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,249,1.84,Jun,18,65,0.075,1017.5
2015-07-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,5,1.29,Jul,19,66,0,1020.125
2015-07-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,1124,1.07,Jul,18,64,0.0875,1011.875
2015-07-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,167,1.99,,,,,
2015-08-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,245,2.34,Aug,18,65,0,1017.75
2015-08-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,74,3.49,Aug,18,65,0,1017.75
2015-08-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,295,1.16,Aug,21,69,0,1020
2015-08-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,74,3.49,Aug,21,69,0,1020
2015-08-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,295,1.4,Aug,16,60,0,1016.125
2015-09-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,201,1.85,Sep,12,54,0.05,1019.25
2015-09-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,355,1.23,Sep,16,61,0,1015.125
2015-09-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,100,1.71,Sep,14,57,0.125,1014
2015-09-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,352,1.15,Sep,13,56,0,1022.625
2015-09-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,40,3.99,Sep,13,56,0,1022.625
2015-10-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,177,1.84,Oct,13,56,0,1024.625
2015-10-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,7,2.69,Oct,13,56,0,1024.625
2015-10-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,276,1.42,Oct,12,54,0,1022.875
2015-10-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,142,2,Oct,11,52,0,1021
2015-10-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,412,1.18,Oct,11,51,0,1022.25
2015-10-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,31,1.76,,,,,
2015-11-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,335,1.66,Nov,15,59,0.1875,1014.875
2015-11-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,402,1.89,Nov,10,49,0,1020.25
2015-11-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,499,1.82,Nov,7,45,0,1009.125
2015-11-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,26,1.91,Nov,10,50,0.075,1011.375
2015-12-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,495,1.75,Dec,9,49,0.0625,1025.75
2015-12-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,161,2.42,Dec,9,47,0.0875,1021.5
2015-12-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,81,2.95,Dec,9,47,0.0875,1021.5
2015-12-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,52,1.76,Dec,8,47,0.025,1014.75
2016-01-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,88,2.14,Jan,6,42,0.0125,999.375
2016-01-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,465,1.82,Jan,2,35,0,1018.875
2016-01-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,309,1.85,Jan,6,43,0.3125,1017.875
2016-01-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,369,1.79,,,,,
2016-01-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,7,2.5,,,,,
2016-02-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,562,1.56,Feb,9,49,0,1019.375
2016-02-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,501,1.9,Feb,4,38,0.0375,996.5
2016-02-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,5,1.49,Feb,5,41,0.0375,1016.125
2016-02-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,7,2.49,Feb,5,41,0.0375,1016.125
2016-02-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,304,1.99,Feb,3,37,0,1011
2016-03-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,142,1.95,Mar,4,40,0.2375,991.5
2016-03-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,311,1.99,Mar,4,40,0,1027.5
2016-03-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,40,3.99,Mar,4,40,0,1027.5
2016-03-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,47,1.99,Mar,4,40,0,1026.375
2016-03-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,22,1.33,Mar,9,49,0.15,1013
2016-04-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,306,1.46,Apr,7,45,0,1018.875
2016-04-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,137,1.99,Apr,8,47,0,1010.875
2016-04-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,7,2.49,Apr,8,47,0,1010.875
2016-04-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,866,0.98,Apr,9,48,0.5,1018.5
2016-04-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,7,2.49,Apr,9,48,0.5,1018.5
2016-04-22 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,186,1.68,Apr,8,47,0.15,1021.125
2016-04-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,132,1.97,,,,,
2016-05-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,316,1.2,May,15,58,0,1011.5
2016-05-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,170,1.99,May,12,54,0,1009.5
2016-05-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,439,1.39,May,13,55,0,1017.625
2016-05-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,5,1.49,May,12,54,0,1017
2016-06-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,507,1.43,Jun,11,52,0,1017.375
2016-06-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,5,1.49,Jun,15,59,0,1014.375
2016-06-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,142,1.97,Jun,14,58,0.3625,1007
2016-06-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,249,0.89,Jun,16,61,0.05,1017.5
2016-07-01 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,52,2.11,Jul,15,59,0.0375,1008.875
2016-07-08 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,161,2.5,Jul,17,63,0,1016.375
2016-07-15 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,1102,0.97,Jul,16,60,0,1026.25
2016-07-29 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,71,1.66,,,,,
2016-08-05 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,317,1.89,Aug,17,63,0,1019.375
2016-08-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,5,1.99,Aug,19,65,0,1023.375
2016-08-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,75,1.44,Aug,21,69,0.0125,1017.375
2016-09-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,21,1.99,Sep,16,61,0.0375,1019
2016-09-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,432,1.31,Sep,18,64,0,1014.75
2016-09-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,326,1.4,Sep,16,60,0.6625,1012
2016-09-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,288,1.19,Sep,14,57,0,1024.125
2016-09-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,115,1.58,,,,,
2016-10-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,34,1.3,Oct,13,55,0.0125,1022.625
2016-10-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,8,4.99,Oct,13,55,0.0125,1022.625
2016-10-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,386,1.75,Oct,11,52,0,1006.25
2016-10-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,37,1.28,Oct,9,48,0,1019.75
2016-10-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,206,1.72,Oct,13,55,0,1033.25
2016-11-04 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,104,1.49,Nov,8,46,0.2875,1009.875
2016-11-11 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,92,1.88,Nov,5,41,0,1020.25
2016-11-18 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,75,1.29,Nov,5,40,0,995.125
2016-11-25 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,83,1.56,Nov,7,44,0,1021.875
2016-12-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,101,1.5,Dec,4,40,0,1026.75
2016-12-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,145,1.52,Dec,12,53,0,1025.5
2016-12-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,62,2.99,Dec,12,53,0,1025.5
2016-12-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,66,1.49,Dec,9,48,0,1024.5
2016-12-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,109,1.45,Dec,8,46,0.0125,1026.125
2016-12-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,111,1.25,,,,,
2017-01-06 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,293,1.63,Jan,3,37,0.1,1035.875
2017-01-13 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,358,0.81,Jan,2,35,0.0625,1007.5
2017-01-20 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,181,1.72,Jan,2,35,0,1033.75
2017-01-27 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,244,0.99,Jan,3,37,0,1011.125
2017-02-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,1470,1.26,Feb,7,45,0.05,995.375
2017-02-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,399,1.85,Feb,1,35,0.0125,1023.875
2017-02-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,426,1.3,Feb,8,46,0.0375,1028
2017-02-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,284,1.02,Feb,5,41,0,1014.875
2017-03-03 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,117,1.68,Mar,7,45,0.1,999.875
2017-03-10 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,454,1.46,Mar,9,47,0,1025.25
2017-03-17 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,399,1.52,Mar,7,45,0,1017.625
2017-03-24 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,403,1.64,Mar,8,46,0,1027.25
2017-03-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,564,1.31,,,,,
2017-03-31 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,51,6.49,,,,,
2017-04-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,406,1.24,Apr,10,51,0,1027.125
2017-04-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,76,2.99,Apr,10,51,0,1027.125
2017-04-14 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,256,1,Apr,10,50,0.05,1016.875
2017-04-21 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,34,1.5,Apr,11,51,0,1032
2017-04-28 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,282,1.03,Apr,9,48,0.0375,1016.875
2017-05-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,279,1.72,May,13,56,0.2375,997.375
2017-05-12 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,187,2.5,May,13,56,0.2375,997.375
2017-05-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,365,1.64,May,11,53,0.375,1011.625
2017-05-19 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,187,2.5,May,11,53,0.375,1011.625
2017-05-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,31,2,May,18,65,0,1018.25
2017-05-26 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,304,2.5,May,18,65,0,1018.25
2017-06-02 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,81,1.6,Jun,18,65,0.4125,1016.25
2017-06-09 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,15,1.9,Jun,15,59,0,1011.25
2017-06-16 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,21,1.2,Jun,16,61,0,1023.5
2017-06-23 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,27,1.2,Jun,17,63,0,1015.875
2017-06-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,34,1.5,,,,,
2017-06-30 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,168,2.99,,,,,
2017-07-07 00:00:00,NATIONAL,ONIONS AND POTATOES,ONIONS DRY,RED,2 lb bag,35,1.12,Jul,21,70,0,1015.875
